"name","count","countries","cities","roles","samples","etoStatus","category"
"European Side Central (Levent, Besiktas, Maslak, Taksim, Ortakoy)","8","Turkey","Istanbul","from|to","European Side Central (Levent, Besiktas, Maslak, Taksim, Ortakoy) -> Istanbul Airport (IST) || European Side Central (Levent, Besiktas, Maslak, Taksim, Ortakoy) -> Istanbul Airport (IST) || European Side Central (Levent, Besiktas, Maslak, Taksim, Ortakoy) -> Istanbul Sabiha Gokcen Airport (SAW)","missing","city"
"Gebze - Dilovasi","8","Turkey","Istanbul","from|to","Gebze - Dilovasi -> Istanbul Airport (IST) || Gebze - Dilovasi -> Istanbul Airport (IST) || Gebze - Dilovasi -> Istanbul Sabiha Gokcen Airport (SAW)","missing","city"
"Gøteborg / Göteborg / Gothenburg","8","Denmark|Norway|Sweden","Gøteborg / Göteborg / Gothenburg","to","Copenhagen Kastrup Airport (CPH) -> Gøteborg / Göteborg / Gothenburg || Copenhagen Kastrup Airport (CPH) -> Gøteborg / Göteborg / Gothenburg || Copenhagen Kastrup Airport (CPH) -> Gøteborg / Göteborg / Gothenburg","missing","city"
"Hua Hin, PrachuapKhiriKhan","8","Thailand","Hua Hin, PrachuapKhiriKhan","to","Bangkok Don Muang Airport (DMK) -> Hua Hin, PrachuapKhiriKhan || Bangkok Don Muang Airport (DMK) -> Hua Hin, PrachuapKhiriKhan || Bangkok Suvarnabhumi Airport (BKK) -> Hua Hin, PrachuapKhiriKhan","missing","city"
"Ikitelli, Bakirkoy, Bahcelievler, Beylikduzu","8","Turkey","Istanbul","from|to","Ikitelli, Bakirkoy, Bahcelievler, Beylikduzu -> Istanbul Airport (IST) || Ikitelli, Bakirkoy, Bahcelievler, Beylikduzu -> Istanbul Airport (IST) || Ikitelli, Bakirkoy, Bahcelievler, Beylikduzu -> Istanbul Sabiha Gokcen Airport (SAW)","missing","city"
"Krasnoe Selo","8","Russia","Krasnoe Selo","to","Saint-Petersburg Pulkovo Airport (LED) -> Krasnoe Selo || Saint-Petersburg Pulkovo Airport (LED) -> Krasnoe Selo || Saint-Petersburg Pulkovo Airport (LED) -> Krasnoe Selo","missing","city"
"Kronstadt","8","Russia","Kronstadt","to","Saint-Petersburg Pulkovo Airport (LED) -> Kronstadt || Saint-Petersburg Pulkovo Airport (LED) -> Kronstadt || Saint-Petersburg Pulkovo Airport (LED) -> Kronstadt","missing","city"
"Phuket Island to delete","8","Thailand","Phuket Island to delete","to","Krabi International Airport (KBV) -> Phuket Island to delete || Krabi International Airport (KBV) -> Phuket Island to delete || Phuket International Airport (HKT) -> Phuket Island to delete","missing","ambiguous"
"Tarabya, Sariyer, Zekeriyakoy","8","Turkey","Istanbul","to|from","Istanbul Airport (IST) -> Tarabya, Sariyer, Zekeriyakoy || Istanbul Airport (IST) -> Tarabya, Sariyer, Zekeriyakoy || Istanbul Sabiha Gokcen Airport (SAW) -> Tarabya, Sariyer, Zekeriyakoy","missing","city"
"Ulyanovsk","8","Russia","Ulyanovsk","to","Ulyanovsk Baratayevka Airport (ULV) -> Ulyanovsk || Ulyanovsk Baratayevka Airport (ULV) -> Ulyanovsk || Ulyanovsk Vostochny Airport (ULY) -> Ulyanovsk","missing","city"
"Annakil","7","Morocco","Annakil","to","Marrakesh Menara Airport (RAK) -> Annakil || Marrakesh Menara Airport (RAK) -> Annakil || Marrakesh Menara Airport (RAK) -> Annakil","missing","city"
"Asni","7","Morocco","Asni","to","Marrakesh Menara Airport (RAK) -> Asni || Marrakesh Menara Airport (RAK) -> Asni || Marrakesh Menara Airport (RAK) -> Asni","missing","city"
"Baku","7","Azerbaijan","Baku","to","Baku Heydar Aliyev International Airport (GYD) -> Baku || Baku Heydar Aliyev International Airport (GYD) -> Baku || Baku Heydar Aliyev International Airport (GYD) -> Baku","missing","city"
"Berlin","7","Germany","Berlin","to","Berlin Brandenburg Airport (BER) -> Berlin || Berlin Brandenburg Airport (BER) -> Berlin || Berlin Brandenburg Airport (BER) -> Berlin","missing","city"
"Big Buddha","7","Thailand","Big Buddha","to","Koh Samui - Mae Nam Port (Surat Thani ) -> Big Buddha || Koh Samui - Mae Nam Port (Surat Thani ) -> Big Buddha || Samui International Airport (USM) -> Big Buddha","missing","city"
"Bogazkent / Boğazkent","7","Turkey","Bogazkent / Boğazkent","to","Antalya Airport (AYT) -> Bogazkent / Boğazkent || Antalya Airport (AYT) -> Bogazkent / Boğazkent || Antalya Airport (AYT) -> Bogazkent / Boğazkent","missing","city"
"cercle d' Loudaya","7","Morocco","cercle d' Loudaya","to","Marrakesh Menara Airport (RAK) -> cercle d' Loudaya || Marrakesh Menara Airport (RAK) -> cercle d' Loudaya || Marrakesh Menara Airport (RAK) -> cercle d' Loudaya","missing","city"
"Chalong, Mueang, Phuket","7","Thailand","Chalong, Mueang, Phuket","to","Phuket International Airport (HKT) -> Chalong, Mueang, Phuket || Phuket International Airport (HKT) -> Chalong, Mueang, Phuket || Phuket International Airport (HKT) -> Chalong, Mueang, Phuket","missing","city"
"Conrad Hotel Samui","7","Thailand","Conrad Hotel Samui","to","Koh Samui - Mae Nam Port (Surat Thani ) -> Conrad Hotel Samui || Koh Samui - Mae Nam Port (Surat Thani ) -> Conrad Hotel Samui || Samui International Airport (USM) -> Conrad Hotel Samui","missing","hotel_resort"
"Dubai Investments Park","7","United Arab Emirates","Dubai Investments Park","to","Dubai international Airport (DXB) -> Dubai Investments Park || Dubai international Airport (DXB) -> Dubai Investments Park || Dubai international Airport (DXB) -> Dubai Investments Park","missing","city"
"El Jadida","7","Morocco","El Jadida","to","Marrakesh Menara Airport (RAK) -> El Jadida || Marrakesh Menara Airport (RAK) -> El Jadida || Marrakesh Menara Airport (RAK) -> El Jadida","missing","city"
"Element Boutique","7","Thailand","Element Boutique","to","Koh Samui - Mae Nam Port (Surat Thani ) -> Element Boutique || Koh Samui - Mae Nam Port (Surat Thani ) -> Element Boutique || Samui International Airport (USM) -> Element Boutique","missing","city"
"EuroAirport Basel Mulhouse Freiburg (MLH, BSL, EA","7","France","Basel|Freiburg im Breisgau|Mulhouse","from","EuroAirport Basel Mulhouse Freiburg (MLH, BSL, EA -> Basel || EuroAirport Basel Mulhouse Freiburg (MLH, BSL, EA -> Basel || EuroAirport Basel Mulhouse Freiburg (MLH, BSL, EA -> Basel","missing","city"
"Gatchina","7","Russia","Gatchina","to","Saint-Petersburg Pulkovo Airport (LED) -> Gatchina || Saint-Petersburg Pulkovo Airport (LED) -> Gatchina || Saint-Petersburg Pulkovo Airport (LED) -> Gatchina","missing","city"
"Gelendzhik","7","Russia","Gelendzhik","to","Gelendzhik Airport (GDZ) -> Gelendzhik || Gelendzhik Airport (GDZ) -> Gelendzhik || Gelendzhik Airport (GDZ) -> Gelendzhik","missing","city"
"Ghantoot","7","United Arab Emirates","Ghantoot","to","Dubai international Airport (DXB) -> Ghantoot || Dubai international Airport (DXB) -> Ghantoot || Dubai international Airport (DXB) -> Ghantoot","missing","city"
"Gueliz","7","Morocco","Gueliz","to","Marrakesh Menara Airport (RAK) -> Gueliz || Marrakesh Menara Airport (RAK) -> Gueliz || Marrakesh Menara Airport (RAK) -> Gueliz","missing","city"
"Hivernage","7","Morocco","Hivernage","to","Marrakesh Menara Airport (RAK) -> Hivernage || Marrakesh Menara Airport (RAK) -> Hivernage || Marrakesh Menara Airport (RAK) -> Hivernage","missing","city"
"Irvine","7","United States of America","Irvine","to","John Wayne Airport (SNA) -> Irvine || John Wayne Airport (SNA) -> Irvine || John Wayne Airport (SNA) -> Irvine","missing","city"
"Lahore","7","Pakistan","Lahore","to","Lahore Allama Iqbal International Airport (LHE) -> Lahore || Lahore Allama Iqbal International Airport (LHE) -> Lahore || Lahore Allama Iqbal International Airport (LHE) -> Lahore","missing","city"
"Lake Forest, Mission Viejo","7","United States of America","Lake Forest, Mission Viejo","to","John Wayne Airport (SNA) -> Lake Forest, Mission Viejo || John Wayne Airport (SNA) -> Lake Forest, Mission Viejo || John Wayne Airport (SNA) -> Lake Forest, Mission Viejo","missing","city"
"Lipa-Noi","7","Thailand","Lipa-Noi","to","Koh Samui - Mae Nam Port (Surat Thani ) -> Lipa-Noi || Koh Samui - Mae Nam Port (Surat Thani ) -> Lipa-Noi || Samui International Airport (USM) -> Lipa-Noi","missing","city"
"Los Angeles","7","United States of America","Las Vegas","from","Los Angeles -> Las Vegas || Los Angeles -> Las Vegas || Los Angeles -> Las Vegas","missing","city"
"Marrakesh city","7","Morocco","Marrakesh city","to","Marrakesh Menara Airport (RAK) -> Marrakesh city || Marrakesh Menara Airport (RAK) -> Marrakesh city || Marrakesh Menara Airport (RAK) -> Marrakesh city","missing","city"
"Menara + Hay Charaf + El Azzouzia","7","Morocco","Menara + Hay Charaf + El Azzouzia","to","Marrakesh Menara Airport (RAK) -> Menara + Hay Charaf + El Azzouzia || Marrakesh Menara Airport (RAK) -> Menara + Hay Charaf + El Azzouzia || Marrakesh Menara Airport (RAK) -> Menara + Hay Charaf + El Azzouzia","missing","city"
"Nizhnekamsk","7","Russia","Nizhnekamsk","to","Elabuga Begishevo Airport (NBC) -> Nizhnekamsk || Elabuga Begishevo Airport (NBC) -> Nizhnekamsk || Elabuga Begishevo Airport (NBC) -> Nizhnekamsk","missing","city"
"Ouahat Sidi Brahim","7","Morocco","Ouahat Sidi Brahim","to","Marrakesh Menara Airport (RAK) -> Ouahat Sidi Brahim || Marrakesh Menara Airport (RAK) -> Ouahat Sidi Brahim || Marrakesh Menara Airport (RAK) -> Ouahat Sidi Brahim","missing","city"
"Pa Khlok, Phuket","7","Thailand","Pa Khlok, Phuket","to","Phuket International Airport (HKT) -> Pa Khlok, Phuket || Phuket International Airport (HKT) -> Pa Khlok, Phuket || Phuket International Airport (HKT) -> Pa Khlok, Phuket","missing","city"
"Palmeraie","7","Morocco","Palmeraie","to","Marrakesh Menara Airport (RAK) -> Palmeraie || Marrakesh Menara Airport (RAK) -> Palmeraie || Marrakesh Menara Airport (RAK) -> Palmeraie","missing","city"
"Pargolovo","7","Russia","Pargolovo","to","Saint-Petersburg Pulkovo Airport (LED) -> Pargolovo || Saint-Petersburg Pulkovo Airport (LED) -> Pargolovo || Saint-Petersburg Pulkovo Airport (LED) -> Pargolovo","missing","city"
"Phuket town","7","Thailand","Phuket town","to","Phuket International Airport (HKT) -> Phuket town || Phuket International Airport (HKT) -> Phuket town || Phuket International Airport (HKT) -> Phuket town","missing","city"
"Pushkin","7","Russia","Pushkin","to","Saint-Petersburg Pulkovo Airport (LED) -> Pushkin || Saint-Petersburg Pulkovo Airport (LED) -> Pushkin || Saint-Petersburg Pulkovo Airport (LED) -> Pushkin","missing","city"
"Ratsada, Mueang, Phuket","7","Thailand","Ratsada, Mueang, Phuket","to","Phuket International Airport (HKT) -> Ratsada, Mueang, Phuket || Phuket International Airport (HKT) -> Ratsada, Mueang, Phuket || Phuket International Airport (HKT) -> Ratsada, Mueang, Phuket","missing","city"
"Riverside","7","United States of America","Riverside","to","Long Beach Airport (LGB) -> Riverside || Long Beach Airport (LGB) -> Riverside || Long Beach Airport (LGB) -> Riverside","missing","city"
"Samara","7","Russia","Samara","to","Samara Kurumoch International Airport (KUF) -> Samara || Samara Kurumoch International Airport (KUF) -> Samara || Samara Kurumoch International Airport (KUF) -> Samara","missing","city"
"San Clemente","7","United States of America","San Clemente","to","John Wayne Airport (SNA) -> San Clemente || John Wayne Airport (SNA) -> San Clemente || John Wayne Airport (SNA) -> San Clemente","missing","city"
"San Clemente+Mission Viejo+Lake Forest","7","United States of America","San Clemente+Mission Viejo+Lake Forest","to","Long Beach Airport (LGB) -> San Clemente+Mission Viejo+Lake Forest || Long Beach Airport (LGB) -> San Clemente+Mission Viejo+Lake Forest || Long Beach Airport (LGB) -> San Clemente+Mission Viejo+Lake Forest","missing","city"
"Surgut","7","Russia","Surgut","to","Surgut International Airport (SGC) -> Surgut || Surgut International Airport (SGC) -> Surgut || Surgut International Airport (SGC) -> Surgut","missing","city"
"Tameslouht","7","Morocco","Tameslouht","to","Marrakesh Menara Airport (RAK) -> Tameslouht || Marrakesh Menara Airport (RAK) -> Tameslouht || Marrakesh Menara Airport (RAK) -> Tameslouht","missing","city"
"Tasoultante","7","Morocco","Tasoultante","to","Marrakesh Menara Airport (RAK) -> Tasoultante || Marrakesh Menara Airport (RAK) -> Tasoultante || Marrakesh Menara Airport (RAK) -> Tasoultante","missing","city"
"Vsevolozhsk","7","Russia","Vsevolozhsk","to","Saint-Petersburg Pulkovo Airport (LED) -> Vsevolozhsk || Saint-Petersburg Pulkovo Airport (LED) -> Vsevolozhsk || Saint-Petersburg Pulkovo Airport (LED) -> Vsevolozhsk","missing","city"
"Yerevan","7","Armenia","Yerevan","to","Yerevan Zvartnots Airport (EVN) -> Yerevan || Yerevan Zvartnots Airport (EVN) -> Yerevan || Yerevan Zvartnots Airport (EVN) -> Yerevan","missing","city"
"Abu Dhabi","6","United Arab Emirates","Abu Dhabi","to","Abu Dhabi International Airport (AUH) -> Abu Dhabi || Abu Dhabi International Airport (AUH) -> Abu Dhabi || Abu Dhabi International Airport (AUH) -> Abu Dhabi","missing","city"
"Ajloun","6","Jordan","Ajloun","to","Amman Civil Airport (Marka) (ADJ) -> Ajloun || Amman Civil Airport (Marka) (ADJ) -> Ajloun || Amman Civil Airport (Marka) (ADJ) -> Ajloun","missing","city"
"Ao Nang, Krabi","6","Thailand","Ao Nang, Krabi","to","Phuket International Airport (HKT) -> Ao Nang, Krabi || Phuket International Airport (HKT) -> Ao Nang, Krabi || Phuket International Airport (HKT) -> Ao Nang, Krabi","missing","city"
"Aqaba","6","Jordan","Aqaba","to","Amman Civil Airport (Marka) (ADJ) -> Aqaba || Amman Civil Airport (Marka) (ADJ) -> Aqaba || Amman Civil Airport (Marka) (ADJ) -> Aqaba","missing","city"
"Baltiysk","6","Russia","Baltiysk","to","Kaliningrad Khrabrovo Airport (KGD) -> Baltiysk || Kaliningrad Khrabrovo Airport (KGD) -> Baltiysk || Kaliningrad Khrabrovo Airport (KGD) -> Baltiysk","missing","city"
"Bang Por","6","Thailand","Bang Por","to","Koh Samui - Mae Nam Port (Surat Thani ) -> Bang Por || Koh Samui - Mae Nam Port (Surat Thani ) -> Bang Por || Phuket International Airport (HKT) -> Bang Por","missing","city"
"Choeng Thale","6","Thailand","Choeng Thale","to","Phuket International Airport (HKT) -> Choeng Thale || Phuket International Airport (HKT) -> Choeng Thale || Phuket International Airport (HKT) -> Choeng Thale","missing","city"
"Costa Adeje","6","Spain","Costa Adeje","to","Tenerife North Airport (TFN) -> Costa Adeje || Tenerife North Airport (TFN) -> Costa Adeje || Tenerife North Airport (TFN) -> Costa Adeje","missing","city"
"Dana","6","Jordan","Dana","to","Amman Civil Airport (Marka) (ADJ) -> Dana || Amman Civil Airport (Marka) (ADJ) -> Dana || Amman Civil Airport (Marka) (ADJ) -> Dana","missing","city"
"Dead sea","6","Jordan","Dead sea","to","Amman Civil Airport (Marka) (ADJ) -> Dead sea || Amman Civil Airport (Marka) (ADJ) -> Dead sea || Amman Civil Airport (Marka) (ADJ) -> Dead sea","missing","city"
"Erawan National Park (Kanchanaburi)","6","Thailand","Erawan National Park (Kanchanaburi)","to","Bangkok Don Muang Airport (DMK) -> Erawan National Park (Kanchanaburi) || Bangkok Don Muang Airport (DMK) -> Erawan National Park (Kanchanaburi) || Bangkok Suvarnabhumi Airport (BKK) -> Erawan National Park (Kanchanaburi)","missing","city"
"Fujairah","6","United Arab Emirates","Fujairah","to","Abu Dhabi International Airport (AUH) -> Fujairah || Abu Dhabi International Airport (AUH) -> Fujairah || Abu Dhabi International Airport (AUH) -> Fujairah","missing","city"
"Ibrid","6","Jordan","Ibrid","to","Amman Civil Airport (Marka) (ADJ) -> Ibrid || Amman Civil Airport (Marka) (ADJ) -> Ibrid || Amman Civil Airport (Marka) (ADJ) -> Ibrid","missing","city"
"Istanbul","6","Turkey","Istanbul","from","Istanbul -> Bursa daily trip || Istanbul -> Bursa daily trip || Istanbul -> Disposal up to 8 hours / 100 km within Istanbul","missing","city"
"Jerash","6","Jordan","Jerash","to","Amman Civil Airport (Marka) (ADJ) -> Jerash || Amman Civil Airport (Marka) (ADJ) -> Jerash || Amman Civil Airport (Marka) (ADJ) -> Jerash","missing","city"
"Kanchanaburi","6","Thailand","Kanchanaburi","to","Bangkok Don Muang Airport (DMK) -> Kanchanaburi || Bangkok Don Muang Airport (DMK) -> Kanchanaburi || Bangkok Suvarnabhumi Airport (BKK) -> Kanchanaburi","missing","city"
"Karak","6","Jordan","Karak","to","Amman Civil Airport (Marka) (ADJ) -> Karak || Amman Civil Airport (Marka) (ADJ) -> Karak || Amman Civil Airport (Marka) (ADJ) -> Karak","missing","city"
"Keelung City","6","Taiwan","Keelung City","to","Taipei Songshan Airport (TSA) -> Keelung City || Taipei Songshan Airport (TSA) -> Keelung City || Taipei Songshan Airport (TSA) -> Keelung City","missing","city"
"Khao Sok National Park, Surat Thani","6","Thailand","Khao Sok National Park, Surat Thani","to","Phuket International Airport (HKT) -> Khao Sok National Park, Surat Thani || Phuket International Airport (HKT) -> Khao Sok National Park, Surat Thani || Phuket International Airport (HKT) -> Khao Sok National Park, Surat Thani","missing","city"
"Khao Yai National Park","6","Thailand","Khao Yai National Park","to","Bangkok Don Muang Airport (DMK) -> Khao Yai National Park || Bangkok Don Muang Airport (DMK) -> Khao Yai National Park || Bangkok Suvarnabhumi Airport (BKK) -> Khao Yai National Park","missing","city"
"King Hussain Bridge","6","Jordan","King Hussain Bridge","to","Amman Civil Airport (Marka) (ADJ) -> King Hussain Bridge || Amman Civil Airport (Marka) (ADJ) -> King Hussain Bridge || Amman Civil Airport (Marka) (ADJ) -> King Hussain Bridge","missing","city"
"Kislovodsk","6","Russia","Kislovodsk","to","Mineralnye Vody airport (MRV) -> Kislovodsk || Mineralnye Vody airport (MRV) -> Kislovodsk || Mineralnye Vody airport (MRV) -> Kislovodsk","missing","city"
"Korat City (Nakhon Ratchasima)","6","Thailand","Korat City (Nakhon Ratchasima)","to","Bangkok Don Muang Airport (DMK) -> Korat City (Nakhon Ratchasima) || Bangkok Don Muang Airport (DMK) -> Korat City (Nakhon Ratchasima) || Bangkok Suvarnabhumi Airport (BKK) -> Korat City (Nakhon Ratchasima)","missing","city"
"Krasnoyarsk","6","Russia","Krasnoyarsk","to","Krasnoyarsk Yemelyanovo Airport (KJA) -> Krasnoyarsk || Krasnoyarsk Yemelyanovo Airport (KJA) -> Krasnoyarsk || Krasnoyarsk Yemelyanovo Airport (KJA) -> Krasnoyarsk","missing","city"
"Kutaisi","6","Georgia","Kutaisi","to","David the Builder Kutaisi Airport (KUT) -> Kutaisi || David the Builder Kutaisi Airport (KUT) -> Kutaisi || David the Builder Kutaisi Airport (KUT) -> Kutaisi","missing","city"
"Listvyanka","6","Russia","Listvyanka","to","International Airport Irkutsk (IKT) -> Listvyanka || International Airport Irkutsk (IKT) -> Listvyanka || International Airport Irkutsk (IKT) -> Listvyanka","missing","city"
"Maan","6","Jordan","Maan","to","Amman Civil Airport (Marka) (ADJ) -> Maan || Amman Civil Airport (Marka) (ADJ) -> Maan || Amman Civil Airport (Marka) (ADJ) -> Maan","missing","city"
"Madaba","6","Jordan","Madaba","to","Amman Civil Airport (Marka) (ADJ) -> Madaba || Amman Civil Airport (Marka) (ADJ) -> Madaba || Amman Civil Airport (Marka) (ADJ) -> Madaba","missing","city"
"Mafraq","6","Jordan","Mafraq","to","Amman Civil Airport (Marka) (ADJ) -> Mafraq || Amman Civil Airport (Marka) (ADJ) -> Mafraq || Amman Civil Airport (Marka) (ADJ) -> Mafraq","missing","city"
"Malaga","6","Spain","Malaga","to","Malaga Airport (AGP) -> Malaga || Malaga Airport (AGP) -> Malaga || Malaga Airport (AGP) -> Malaga","missing","city"
"New Taipei","6","Taiwan","New Taipei","to","Taipei Songshan Airport (TSA) -> New Taipei || Taipei Songshan Airport (TSA) -> New Taipei || Taipei Songshan Airport (TSA) -> New Taipei","missing","city"
"Novokuznetsk","6","Russia","Novokuznetsk","to","Novokuznetsk Airport (NOZ) -> Novokuznetsk || Novokuznetsk Airport (NOZ) -> Novokuznetsk || Novokuznetsk Airport (NOZ) -> Novokuznetsk","missing","city"
"Osaka","6","Japan","Osaka","to","Osaka Itami Airport (ITM) -> Osaka || Osaka Itami Airport (ITM) -> Osaka || Osaka Itami Airport (ITM) -> Osaka","missing","city"
"Petra","6","Jordan","Petra","to","Amman Civil Airport (Marka) (ADJ) -> Petra || Amman Civil Airport (Marka) (ADJ) -> Petra || Amman Civil Airport (Marka) (ADJ) -> Petra","missing","city"
"Pionerskiy","6","Russia","Pionerskiy","to","Kaliningrad Khrabrovo Airport (KGD) -> Pionerskiy || Kaliningrad Khrabrovo Airport (KGD) -> Pionerskiy || Kaliningrad Khrabrovo Airport (KGD) -> Pionerskiy","missing","city"
"Rawai, Mueang, Phuket","6","Thailand","Rawai, Mueang, Phuket","to","Phuket International Airport (HKT) -> Rawai, Mueang, Phuket || Phuket International Airport (HKT) -> Rawai, Mueang, Phuket || Phuket International Airport (HKT) -> Rawai, Mueang, Phuket","missing","city"
"Saint Petersburg","6","Russia","Saint Petersburg","to","Saint-Petersburg Pulkovo Airport (LED) -> Saint Petersburg || Saint-Petersburg Pulkovo Airport (LED) -> Saint Petersburg || Saint-Petersburg Pulkovo Airport (LED) -> Saint Petersburg","missing","city"
"Salt city","6","Jordan","Salt city","to","Amman Civil Airport (Marka) (ADJ) -> Salt city || Amman Civil Airport (Marka) (ADJ) -> Salt city || Amman Civil Airport (Marka) (ADJ) -> Salt city","missing","city"
"Saratov","6","Russia","Saratov","to","Saratov Tsentralny Airport (RTW) -> Saratov || Saratov Tsentralny Airport (RTW) -> Saratov || Saratov Tsentralny Airport (RTW) -> Saratov","missing","city"
"Sheikh Hussein Bridge","6","Jordan","Sheikh Hussein Bridge","to","Amman Civil Airport (Marka) (ADJ) -> Sheikh Hussein Bridge || Amman Civil Airport (Marka) (ADJ) -> Sheikh Hussein Bridge || Amman Civil Airport (Marka) (ADJ) -> Sheikh Hussein Bridge","missing","city"
"Simferopol'","6","Russia","Simferopol'","to","Simferopol' Airport (SIP) -> Simferopol' || Simferopol' Airport (SIP) -> Simferopol' || Simferopol' Airport (SIP) -> Simferopol'","missing","city"
"Stavropol'","6","Russia","Stavropol'","to","Stavropol' Shpakovskoye Airport (STW) -> Stavropol' || Stavropol' Shpakovskoye Airport (STW) -> Stavropol' || Stavropol' Shpakovskoye Airport (STW) -> Stavropol'","missing","city"
"Svetlogorsk","6","Russia","Svetlogorsk","to","Kaliningrad Khrabrovo Airport (KGD) -> Svetlogorsk || Kaliningrad Khrabrovo Airport (KGD) -> Svetlogorsk || Kaliningrad Khrabrovo Airport (KGD) -> Svetlogorsk","missing","city"
"Taipei","6","Taiwan","Taipei","to","Taipei Songshan Airport (TSA) -> Taipei || Taipei Songshan Airport (TSA) -> Taipei || Taipei Songshan Airport (TSA) -> Taipei","missing","city"
"Taoyuan City","6","Taiwan","Taoyuan City","to","Taipei Songshan Airport (TSA) -> Taoyuan City || Taipei Songshan Airport (TSA) -> Taoyuan City || Taipei Songshan Airport (TSA) -> Taoyuan City","missing","city"
