"name","count","countries","cities","roles","samples","etoStatus","category"
"Konakli","5","Turkey","Konakli","to","Antalya Airport (AYT) -> Konakli || Antalya Airport (AYT) -> Konakli || Antalya Airport (AYT) -> Konakli","missing","city"
"Malmö / Malmo","5","Denmark|Sweden","Malmö / Malmo","to","Copenhagen Kastrup Airport (CPH) -> Malmö / Malmo || Copenhagen Kastrup Airport (CPH) -> Malmö / Malmo || Copenhagen Kastrup Airport (CPH) -> Malmö / Malmo","missing","city"
"Railay, Krabi","5","Thailand","Railay, Krabi","to","Krabi International Airport (KBV) -> Railay, Krabi || Krabi International Airport (KBV) -> Railay, Krabi || Phuket International Airport (HKT) -> Railay, Krabi","missing","city"
"Turkler / Türkler","5","Turkey","Turkler / Türkler","to","Antalya Airport (AYT) -> Turkler / Türkler || Antalya Airport (AYT) -> Turkler / Türkler || Antalya Airport (AYT) -> Turkler / Türkler","missing","city"
"Adrasan","4","Turkey","Adrasan","to","Antalya Airport (AYT) -> Adrasan || Antalya Airport (AYT) -> Adrasan || Antalya Airport (AYT) -> Adrasan","missing","city"
"Aleenta Phuket Phang Nga + NaTai","4","Thailand","Aleenta Phuket Phang Nga + NaTai","to","Phuket International Airport (HKT) -> Aleenta Phuket Phang Nga + NaTai || Phuket International Airport (HKT) -> Aleenta Phuket Phang Nga + NaTai || Phuket International Airport (HKT) -> Aleenta Phuket Phang Nga + NaTai","missing","hotel_resort"
"Camyuva / Çamyuva","4","Turkey","Camyuva / Çamyuva","to","Antalya Airport (AYT) -> Camyuva / Çamyuva || Antalya Airport (AYT) -> Camyuva / Çamyuva || Antalya Airport (AYT) -> Camyuva / Çamyuva","missing","city"
"Cirali / Çıralı (Kemer, Antlaya)","4","Turkey","Cirali / Çıralı (Kemer, Antlaya)","to","Antalya Airport (AYT) -> Cirali / Çıralı (Kemer, Antlaya) || Antalya Airport (AYT) -> Cirali / Çıralı (Kemer, Antlaya) || Antalya Airport (AYT) -> Cirali / Çıralı (Kemer, Antlaya)","missing","city"
"Denizyaka","4","Turkey","Denizyaka","to","Antalya Airport (AYT) -> Denizyaka || Antalya Airport (AYT) -> Denizyaka || Antalya Airport (AYT) -> Denizyaka","missing","city"
"Hamburg","4","Germany","Hamburg","to","Hamburg Airport (HAM) -> Hamburg || Hamburg Airport (HAM) -> Hamburg || Hamburg Airport (HAM) -> Hamburg","missing","city"
"Kargıcak","4","Turkey","Kargıcak","to","Antalya Airport (AYT) -> Kargıcak || Antalya Airport (AYT) -> Kargıcak || Antalya Airport (AYT) -> Kargıcak","missing","city"
"Kiris / Kiriş","4","Turkey","Kiris / Kiriş","to","Antalya Airport (AYT) -> Kiris / Kiriş || Antalya Airport (AYT) -> Kiris / Kiriş || Antalya Airport (AYT) -> Kiris / Kiriş","missing","city"
"Okurcalar","4","Turkey","Okurcalar","to","Antalya Airport (AYT) -> Okurcalar || Antalya Airport (AYT) -> Okurcalar || Antalya Airport (AYT) -> Okurcalar","missing","city"
"San Diego (0-19 miles)","4","United States of America","San Diego (0-19 miles)","to","San Diego International Airport (SAN) -> San Diego (0-19 miles) || San Diego International Airport (SAN) -> San Diego (0-19 miles) || San Diego International Airport (SAN) -> San Diego (0-19 miles)","missing","city"
"San Diego (20-39 miles)","4","United States of America","San Diego (20-39 miles)","to","San Diego International Airport (SAN) -> San Diego (20-39 miles) || San Diego International Airport (SAN) -> San Diego (20-39 miles) || San Diego International Airport (SAN) -> San Diego (20-39 miles)","missing","city"
"San Diego (40-59 miles)","4","United States of America","San Diego (40-59 miles)","to","San Diego International Airport (SAN) -> San Diego (40-59 miles) || San Diego International Airport (SAN) -> San Diego (40-59 miles) || San Diego International Airport (SAN) -> San Diego (40-59 miles)","missing","city"
"Tai Po","4","China","Tai Po","to","Hong Kong Airport (HKG) -> Tai Po || Hong Kong Airport (HKG) -> Tai Po || Hong Kong Airport (HKG) -> Tai Po","missing","city"
"Tuen Mun","4","China","Tuen Mun","to","Hong Kong Airport (HKG) -> Tuen Mun || Hong Kong Airport (HKG) -> Tuen Mun || Hong Kong Airport (HKG) -> Tuen Mun","missing","city"
"Wong Tai Sin","4","China","Wong Tai Sin","to","Hong Kong Airport (HKG) -> Wong Tai Sin || Hong Kong Airport (HKG) -> Wong Tai Sin || Hong Kong Airport (HKG) -> Wong Tai Sin","missing","city"
"Yuen Long","4","China","Yuen Long","to","Hong Kong Airport (HKG) -> Yuen Long || Hong Kong Airport (HKG) -> Yuen Long || Hong Kong Airport (HKG) -> Yuen Long","missing","city"
"Bozburun (Marmaris)","3","Turkey","Bozburun (Marmaris)","to","Dalaman Airport (DLM) -> Bozburun (Marmaris) || Dalaman Airport (DLM) -> Bozburun (Marmaris) || Dalaman Airport (DLM) -> Bozburun (Marmaris)","missing","city"
"Doi Suthep Temple","3","Thailand","Doi Suthep Temple","to","Chiang Mai International Airport (CNX) -> Doi Suthep Temple || Chiang Mai International Airport (CNX) -> Doi Suthep Temple || Chiang Mai International Airport (CNX) -> Doi Suthep Temple","missing","city"
"Incekum","3","Turkey","Incekum","to","Antalya Airport (AYT) -> Incekum || Antalya Airport (AYT) -> Incekum || Antalya Airport (AYT) -> Incekum","missing","city"
"Kaitaa / Soukka / Matinkyla / Olari / Latokaski","3","Finland","Kaitaa / Soukka / Matinkyla / Olari / Latokaski","to","Helsinki Vantaa airport (HEL) -> Kaitaa / Soukka / Matinkyla / Olari / Latokaski || Helsinki Vantaa airport (HEL) -> Kaitaa / Soukka / Matinkyla / Olari / Latokaski || Helsinki Vantaa airport (HEL) -> Kaitaa / Soukka / Matinkyla / Olari / Latokaski","missing","city"
"Kizilot","3","Turkey","Kizilot","to","Antalya Airport (AYT) -> Kizilot || Antalya Airport (AYT) -> Kizilot || Antalya Airport (AYT) -> Kizilot","missing","city"
"Lampoon","3","Thailand","Lampoon","to","Chiang Mai International Airport (CNX) -> Lampoon || Chiang Mai International Airport (CNX) -> Lampoon || Chiang Mai International Airport (CNX) -> Lampoon","missing","city"
"Oba","3","Turkey","Oba","to","Antalya Airport (AYT) -> Oba || Antalya Airport (AYT) -> Oba || Antalya Airport (AYT) -> Oba","missing","city"
"Rauma","3","Finland","Rauma","to","Helsinki Vantaa airport (HEL) -> Rauma || Helsinki Vantaa airport (HEL) -> Rauma || Helsinki Vantaa airport (HEL) -> Rauma","missing","city"
"Rovaniemi City","3","Finland|Sweden","Rovaniemi City","to","Rovaniemi Airport (RVN) -> Rovaniemi City || Rovaniemi Airport (RVN) -> Rovaniemi City || Luleå Airport (LLA) -> Rovaniemi City","missing","city"
"Selimiye (Marmaris)","3","Turkey","Selimiye (Marmaris)","to","Dalaman Airport (DLM) -> Selimiye (Marmaris) || Dalaman Airport (DLM) -> Selimiye (Marmaris) || Dalaman Airport (DLM) -> Selimiye (Marmaris)","missing","city"
"Shahdag (Quba, Qusar)","3","Azerbaijan","Shahdag (Quba, Qusar)","to","Baku Heydar Aliyev International Airport (GYD) -> Shahdag (Quba, Qusar) || Baku Heydar Aliyev International Airport (GYD) -> Shahdag (Quba, Qusar) || Baku Heydar Aliyev International Airport (GYD) -> Shahdag (Quba, Qusar)","missing","city"
"Titreyengol lake","3","Turkey","Titreyengol lake","to","Antalya Airport (AYT) -> Titreyengol lake || Antalya Airport (AYT) -> Titreyengol lake || Antalya Airport (AYT) -> Titreyengol lake","missing","city"
"Tufandag (Gabala)","3","Azerbaijan","Tufandag (Gabala)","to","Baku Heydar Aliyev International Airport (GYD) -> Tufandag (Gabala) || Baku Heydar Aliyev International Airport (GYD) -> Tufandag (Gabala) || Baku Heydar Aliyev International Airport (GYD) -> Tufandag (Gabala)","missing","city"
"Anadolu transfer","2","Turkey","Istanbul","to","Bursa -> Anadolu transfer || Bursa -> Anadolu transfer","missing","city"
"Ao Thalane Bay, Krabi","2","Thailand","Ao Thalane Bay, Krabi","to","Phuket International Airport (HKT) -> Ao Thalane Bay, Krabi || Phuket International Airport (HKT) -> Ao Thalane Bay, Krabi","missing","city"
"Bang Saen, Chon Buri","2","Thailand","Bang Saen, Chon Buri","to","Bangkok Suvarnabhumi Airport (BKK) -> Bang Saen, Chon Buri || Bangkok Suvarnabhumi Airport (BKK) -> Bang Saen, Chon Buri","missing","city"
"Central and Western","2","China","Central and Western","to","Hong Kong Airport (HKG) -> Central and Western || Hong Kong Airport (HKG) -> Central and Western","missing","city"
"Cheow Lan Dam, Surat Thani","2","Thailand","Cheow Lan Dam, Surat Thani","to","Phuket International Airport (HKT) -> Cheow Lan Dam, Surat Thani || Phuket International Airport (HKT) -> Cheow Lan Dam, Surat Thani","missing","city"
"Disposal up to 8 hours / 100 km within Istanbul","2","Turkey","Istanbul","to","Istanbul -> Disposal up to 8 hours / 100 km within Istanbul || Istanbul -> Disposal up to 8 hours / 100 km within Istanbul","missing","ambiguous"
"El Alamein","2","Egypt","El Alamein","to","Cairo International Airport (CAI) -> El Alamein || Cairo International Airport (CAI) -> El Alamein","missing","city"
"Emerald Lake Hotel Thailand","2","Thailand","Emerald Lake Hotel Thailand","to","Krabi International Airport (KBV) -> Emerald Lake Hotel Thailand || Krabi International Airport (KBV) -> Emerald Lake Hotel Thailand","missing","hotel_resort"
"Full day disposal up to 12 hours / 120 km classic Istanbul tour","2","Turkey","Istanbul","to","Istanbul -> Full day disposal up to 12 hours / 120 km classic Istanbul tour || Istanbul -> Full day disposal up to 12 hours / 120 km classic Istanbul tour","missing","ambiguous"
"Gåshaga","2","Sweden","Gåshaga","to","Stockholm Arlanda Airport (ARN) -> Gåshaga || Stockholm Arlanda Airport (ARN) -> Gåshaga","missing","city"
"Grand Rotana Resort","2","Egypt","Grand Rotana Resort","to","Sharm el-Sheikh International Airport (SSH) -> Grand Rotana Resort || Sharm el-Sheikh International Airport (SSH) -> Grand Rotana Resort","missing","hotel_resort"
"Grisslehamn","2","Sweden","Grisslehamn","to","Stockholm Arlanda Airport (ARN) -> Grisslehamn || Stockholm Arlanda Airport (ARN) -> Grisslehamn","missing","city"
"Heliopolis","2","Egypt","Heliopolis","to","Cairo International Airport (CAI) -> Heliopolis || Cairo International Airport (CAI) -> Heliopolis","missing","city"
"Hetepuronpolku","2","Finland","Hetepuronpolku","to","Rovaniemi Airport (RVN) -> Hetepuronpolku || Rovaniemi Airport (RVN) -> Hetepuronpolku","missing","city"
"Hot Waterfall Hotel/ Hot Stream Krabi Thailand","2","Thailand","Hot Waterfall Hotel/ Hot Stream Krabi Thailand","to","Krabi International Airport (KBV) -> Hot Waterfall Hotel/ Hot Stream Krabi Thailand || Krabi International Airport (KBV) -> Hot Waterfall Hotel/ Hot Stream Krabi Thailand","missing","hotel_resort"
"Karvonranta","2","Finland","Karvonranta","to","Rovaniemi Airport (RVN) -> Karvonranta || Rovaniemi Airport (RVN) -> Karvonranta","missing","city"
"Korkalovaara","2","Finland","Korkalovaara","to","Rovaniemi Airport (RVN) -> Korkalovaara || Rovaniemi Airport (RVN) -> Korkalovaara","missing","city"
"Nabq Bay","2","Egypt","Nabq Bay","to","Sharm el-Sheikh International Airport (SSH) -> Nabq Bay || Sharm el-Sheikh International Airport (SSH) -> Nabq Bay","missing","city"
"Nacka, Sweden","2","Sweden","Nacka, Sweden","to","Stockholm Arlanda Airport (ARN) -> Nacka, Sweden || Stockholm Arlanda Airport (ARN) -> Nacka, Sweden","missing","city"
"Nathon-Lipa Thailand","2","Thailand","Nathon-Lipa Thailand","to","Koh Samui - Mae Nam Port (Surat Thani ) -> Nathon-Lipa Thailand || Samui International Airport (USM) -> Nathon-Lipa Thailand","missing","city"
"Nivavaara","2","Finland","Nivavaara","to","Rovaniemi Airport (RVN) -> Nivavaara || Rovaniemi Airport (RVN) -> Nivavaara","missing","city"
"Nusa dua","2","Indonesia","Nusa dua","to","Denpasar Ngurah Rai Airport (DPS) -> Nusa dua || Ubud -> Nusa dua","missing","city"
"Petrozavodsk","2","Russia","Petrozavodsk","to","Petrozavodsk Airport (PES) -> Petrozavodsk || Petrozavodsk Airport (PES) -> Petrozavodsk","missing","city"
"Phetchaburi","2","Thailand","Phetchaburi","to","Bangkok Suvarnabhumi Airport (BKK) -> Phetchaburi || Bangkok Suvarnabhumi Airport (BKK) -> Phetchaburi","missing","city"
"Phoenix, AZ","2","United States of America","Phoenix, AZ","to","Phoenix Sky Harbor Airport (PHX) -> Phoenix, AZ || Phoenix Sky Harbor Airport (PHX) -> Phoenix, AZ","missing","city"
"Pissouri","2","Cyprus","Pissouri","to","Larnaca Airport (LCA) -> Pissouri || Paphos Airport (PFO) -> Pissouri","missing","city"
"Polis","2","Cyprus","Polis","to","Larnaca Airport (LCA) -> Polis || Paphos Airport (PFO) -> Polis","missing","city"
"Pomos","2","Cyprus","Pomos","to","Larnaca Airport (LCA) -> Pomos || Paphos Airport (PFO) -> Pomos","missing","city"
"Protaras","2","Cyprus","Protaras","to","Larnaca Airport (LCA) -> Protaras || Paphos Airport (PFO) -> Protaras","missing","city"
"Pullinranta","2","Finland","Pullinranta","to","Rovaniemi Airport (RVN) -> Pullinranta || Rovaniemi Airport (RVN) -> Pullinranta","missing","city"
"Ranong","2","Thailand","Ranong","to","Phuket International Airport (HKT) -> Ranong || Phuket International Airport (HKT) -> Ranong","missing","city"
"Ras Suder","2","Egypt","Ras Suder","to","Cairo International Airport (CAI) -> Ras Suder || Cairo International Airport (CAI) -> Ras Suder","missing","city"
"Rovaniemen mlk Suutarinkorva","2","Finland","Rovaniemen mlk Suutarinkorva","to","Rovaniemi Airport (RVN) -> Rovaniemen mlk Suutarinkorva || Rovaniemi Airport (RVN) -> Rovaniemen mlk Suutarinkorva","missing","city"
"Sadao Border (to Malaysia), Songkhla","2","Thailand","Sadao Border (to Malaysia), Songkhla","to","Phuket International Airport (HKT) -> Sadao Border (to Malaysia), Songkhla || Phuket International Airport (HKT) -> Sadao Border (to Malaysia), Songkhla","missing","city"
"Safaga","2","Egypt","Safaga","to","Hurghada Airport (HRG) -> Safaga || Hurghada Airport (HRG) -> Safaga","missing","city"
"Saint Catherine","2","Egypt","Saint Catherine","to","Sharm el-Sheikh International Airport (SSH) -> Saint Catherine || Sharm el-Sheikh International Airport (SSH) -> Saint Catherine","missing","city"
"Saiyoke","2","Thailand","Saiyoke","to","Bangkok Suvarnabhumi Airport (BKK) -> Saiyoke || Bangkok Suvarnabhumi Airport (BKK) -> Saiyoke","missing","city"
"Saltsjöbaden locality","2","Sweden","Saltsjöbaden locality","to","Stockholm Arlanda Airport (ARN) -> Saltsjöbaden locality || Stockholm Arlanda Airport (ARN) -> Saltsjöbaden locality","missing","city"
"Samet Nang She viewpoint, Phang Nga","2","Thailand","Samet Nang She viewpoint, Phang Nga","to","Phuket International Airport (HKT) -> Samet Nang She viewpoint, Phang Nga || Phuket International Airport (HKT) -> Samet Nang She viewpoint, Phang Nga","missing","city"
"Satun","2","Thailand","Satun","to","Phuket International Airport (HKT) -> Satun || Phuket International Airport (HKT) -> Satun","missing","city"
"Si Sunthon, Phuket","2","Thailand","Si Sunthon, Phuket","to","Phuket International Airport (HKT) -> Si Sunthon, Phuket || Phuket International Airport (HKT) -> Si Sunthon, Phuket","missing","city"
"Sigtuna town","2","Sweden","Sigtuna town","to","Stockholm Arlanda Airport (ARN) -> Sigtuna town || Stockholm Arlanda Airport (ARN) -> Sigtuna town","missing","city"
"Skellefteå","2","Sweden","Skellefteå","to","Luleå Airport (LLA) -> Skellefteå || Skellefteå Airport (SFT) -> Skellefteå","missing","city"
"Skogås locality","2","Sweden","Skogås locality","to","Stockholm Arlanda Airport (ARN) -> Skogås locality || Stockholm Arlanda Airport (ARN) -> Skogås locality","missing","city"
"Södertälje city","2","Sweden","Södertälje city","to","Stockholm Arlanda Airport (ARN) -> Södertälje city || Stockholm Arlanda Airport (ARN) -> Södertälje city","missing","city"
"Sollentuna municipality","2","Sweden","Sollentuna municipality","to","Stockholm Arlanda Airport (ARN) -> Sollentuna municipality || Stockholm Arlanda Airport (ARN) -> Sollentuna municipality","missing","city"
"Solna municipality","2","Sweden","Solna municipality","to","Stockholm Arlanda Airport (ARN) -> Solna municipality || Stockholm Arlanda Airport (ARN) -> Solna municipality","missing","city"
"Soma Bay","2","Egypt","Soma Bay","to","Hurghada Airport (HRG) -> Soma Bay || Hurghada Airport (HRG) -> Soma Bay","missing","city"
"Songkhla Province","2","Thailand","Songkhla Province","to","Phuket International Airport (HKT) -> Songkhla Province || Phuket International Airport (HKT) -> Songkhla Province","missing","city"
"Sukhothai disctrict","2","Thailand","Sukhothai disctrict","to","Chiang Mai International Airport (CNX) -> Sukhothai disctrict || Chiang Mai International Airport (CNX) -> Sukhothai disctrict","missing","city"
"Sundbyberg town","2","Sweden","Sundbyberg town","to","Stockholm Arlanda Airport (ARN) -> Sundbyberg town || Stockholm Arlanda Airport (ARN) -> Sundbyberg town","missing","city"
"Syvasenvaar","2","Finland","Syvasenvaar","to","Rovaniemi Airport (RVN) -> Syvasenvaar || Rovaniemi Airport (RVN) -> Syvasenvaar","missing","city"
"Taba","2","Egypt","Taba","to","Sharm el-Sheikh International Airport (SSH) -> Taba || Sharm el-Sheikh International Airport (SSH) -> Taba","missing","city"
"Täby","2","Sweden","Täby","to","Stockholm Arlanda Airport (ARN) -> Täby || Stockholm Arlanda Airport (ARN) -> Täby","missing","city"
"Tala","2","Cyprus","Tala","to","Larnaca Airport (LCA) -> Tala || Paphos Airport (PFO) -> Tala","missing","city"
"Tankhoi","2","Russia","Tankhoi","to","International Airport Irkutsk (IKT) -> Tankhoi || International Airport Irkutsk (IKT) -> Tankhoi","missing","city"
"Tarvantie","2","Finland","Tarvantie","to","Rovaniemi Airport (RVN) -> Tarvantie || Rovaniemi Airport (RVN) -> Tarvantie","missing","city"
"Tashkent","2","Uzbekistan","Tashkent","to","Tashkent International Airport (TAS) -> Tashkent || Tashkent International Airport (TAS) -> Tashkent","missing","city"
"Thai Mueang, Phang Nga","2","Thailand","Thai Mueang, Phang Nga","to","Phuket International Airport (HKT) -> Thai Mueang, Phang Nga || Phuket International Airport (HKT) -> Thai Mueang, Phang Nga","missing","city"
"Thap Put, Phang Nga","2","Thailand","Thap Put, Phang Nga","to","Phuket International Airport (HKT) -> Thap Put, Phang Nga || Phuket International Airport (HKT) -> Thap Put, Phang Nga","missing","city"
"Thep Krasatti, Phuket","2","Thailand","Thep Krasatti, Phuket","to","Phuket International Airport (HKT) -> Thep Krasatti, Phuket || Phuket International Airport (HKT) -> Thep Krasatti, Phuket","missing","city"
"Torba","2","Turkey","Torba","to","Milas–Bodrum International Airport (BJV) -> Torba || Milas–Bodrum International Airport (BJV) -> Torba","missing","city"
"Tsada","2","Cyprus","Tsada","to","Larnaca Airport (LCA) -> Tsada || Paphos Airport (PFO) -> Tsada","missing","city"
"Tutkijantie","2","Finland","Tutkijantie","to","Rovaniemi Airport (RVN) -> Tutkijantie || Rovaniemi Airport (RVN) -> Tutkijantie","missing","city"
"Tyresö municipality / Tyreso","2","Sweden","Tyresö municipality / Tyreso","to","Stockholm Arlanda Airport (ARN) -> Tyresö municipality / Tyreso || Stockholm Arlanda Airport (ARN) -> Tyresö municipality / Tyreso","missing","city"
"Ufa","2","Russia","Ufa","to","Ufa International Airport (UFA) -> Ufa || Ufa International Airport (UFA) -> Ufa","missing","city"
"Ulan-Ude","2","Russia","Ulan-Ude","to","Baikal International Airport (UUD) -> Ulan-Ude || Baikal International Airport (UUD) -> Ulan-Ude","missing","city"
"Uluwatu","2","Indonesia","Uluwatu","to","Denpasar Ngurah Rai Airport (DPS) -> Uluwatu || Ubud -> Uluwatu","missing","city"
"Uppsala city","2","Sweden","Uppsala city","to","Stockholm Arlanda Airport (ARN) -> Uppsala city || Stockholm Arlanda Airport (ARN) -> Uppsala city","missing","city"
"Vaarala","2","Finland","Vaarala","to","Rovaniemi Airport (RVN) -> Vaarala || Rovaniemi Airport (RVN) -> Vaarala","missing","city"
"Värmdö municipality / Varmdo","2","Sweden","Värmdö municipality / Varmdo","to","Stockholm Arlanda Airport (ARN) -> Värmdö municipality / Varmdo || Stockholm Arlanda Airport (ARN) -> Värmdö municipality / Varmdo","missing","city"
"Västerås city","2","Sweden","Västerås city","to","Stockholm Arlanda Airport (ARN) -> Västerås city || Stockholm Arlanda Airport (ARN) -> Västerås city","missing","city"
"Vaxolm locality","2","Sweden","Vaxolm locality","to","Stockholm Arlanda Airport (ARN) -> Vaxolm locality || Stockholm Arlanda Airport (ARN) -> Vaxolm locality","missing","city"
"Vienna","2","Austria","Vienna","to","Vienna Schwechat Airport (VIE) -> Vienna || Vienna Schwechat Airport (VIE) -> Vienna","missing","city"
"Visby","2","Sweden","Visby","to","Visby Airport (VBY) -> Visby || Visby Airport (VBY) -> Visby","missing","city"
"Vladivostok","2","Russia","Vladivostok","to","Vladivostok International Airport (VVO) -> Vladivostok || Vladivostok International Airport (VVO) -> Vladivostok","missing","city"
"Warsaw","2","Russia","Warsaw","to","Kaliningrad Khrabrovo Airport (KGD) -> Warsaw || Kaliningrad Khrabrovo Airport (KGD) -> Warsaw","missing","city"
"Yala city, Yala","2","Thailand","Yala city, Yala","to","Phuket International Airport (HKT) -> Yala city, Yala || Phuket International Airport (HKT) -> Yala city, Yala","missing","city"
"Yli-Mommo","2","Finland","Yli-Mommo","to","Rovaniemi Airport (RVN) -> Yli-Mommo || Rovaniemi Airport (RVN) -> Yli-Mommo","missing","city"
"Ylipaa","2","Finland","Ylipaa","to","Rovaniemi Airport (RVN) -> Ylipaa || Rovaniemi Airport (RVN) -> Ylipaa","missing","city"
"Aarhus city","1","Denmark","Aarhus","to","Billund Airport (BLL) -> Aarhus city","missing","city"
"Abisko","1","Sweden","Abisko","to","Kiruna Airport (KRN) -> Abisko","missing","city"
"Agios Mamas","1","Cyprus","Agios Mamas","to","Larnaca Airport (LCA) -> Agios Mamas","missing","city"
"Agraka","1","Cyprus","Agraka","to","Larnaca Airport (LCA) -> Agraka","missing","city"
"Agros","1","Cyprus","Agros","to","Larnaca Airport (LCA) -> Agros","missing","city"
"Akaki","1","Cyprus","Akaki","to","Larnaca Airport (LCA) -> Akaki","missing","city"
"Akrotiri","1","Cyprus","Akrotiri","to","Larnaca Airport (LCA) -> Akrotiri","missing","city"
"Alassa","1","Cyprus","Alassa","to","Larnaca Airport (LCA) -> Alassa","missing","city"
"Anantara Bophut Koh Samui Resort","1","Thailand","Anantara Bophut Koh Samui Resort","to","Samui International Airport (USM) -> Anantara Bophut Koh Samui Resort","missing","hotel_resort"
"Anogyra","1","Cyprus","Anogyra","to","Larnaca Airport (LCA) -> Anogyra","missing","city"
"Arakapas","1","Cyprus","Arakapas","to","Larnaca Airport (LCA) -> Arakapas","missing","city"
"Åre / Are","1","Sweden","Åre / Are","to","Östersund Åre Airport (OSD) -> Åre / Are","missing","city"
"Arendal","1","Norway","Arendal","to","Oslo Gardermoen Airport (OSL) -> Arendal","missing","city"
"Arjeplog","1","Sweden","Arjeplog","to","Luleå Airport (LLA) -> Arjeplog","missing","city"
"Armenochori","1","Cyprus","Armenochori","to","Larnaca Airport (LCA) -> Armenochori","missing","city"
"Ås","1","Norway","Ås","to","Oslo Gardermoen Airport (OSL) -> Ås","missing","city"
"Asker town","1","Norway","Asker town","to","Oslo Gardermoen Airport (OSL) -> Asker town","missing","city"
"Asomatos","1","Cyprus","Asomatos","to","Larnaca Airport (LCA) -> Asomatos","missing","city"
"Avakas Bay","1","Cyprus","Avakas Bay","to","Larnaca Airport (LCA) -> Avakas Bay","missing","city"
"Avdimou","1","Cyprus","Avdimou","to","Larnaca Airport (LCA) -> Avdimou","missing","city"
"Avgorou","1","Cyprus","Avgorou","to","Larnaca Airport (LCA) -> Avgorou","missing","city"
"Azov","1","Russia","Azov","to","Rostov-on-Don Platov Airport (ROV) -> Azov","missing","city"
"Bærum","1","Norway","Bærum","to","Oslo Gardermoen Airport (OSL) -> Bærum","missing","city"
"Barnaul","1","Russia","Barnaul","to","Barnaul Airport (BAX) -> Barnaul","missing","city"
"Bataysk","1","Russia","Bataysk","to","Rostov-on-Don Platov Airport (ROV) -> Bataysk","missing","city"
"Beitostølen (Beitostolen)","1","Norway","Beitostølen (Beitostolen)","to","Oslo Gardermoen Airport (OSL) -> Beitostølen (Beitostolen)","missing","city"
